Mode,Time
Experiment,3266.0
Experiment,1604.0
,
Control,2045.0
Control,1600.0
Experiment,3169.0
,
Experiment,5840.0
Experiment,1921.0
Experiment,2610.0
Control,2512.0
Experiment,1192.0
Experiment,4020.0
Control,4187.0
Experiment,748.0
Control,950.0
Experiment,2457.0
Control,2136.0
Control,864.0
Experiment,6427.0
Control,2491.0
Control,8581.0
Control,924.0
,
,
Control,846.0
Experiment,922.0
Experiment,3823.0
Experiment,1570.0
Control,1984.0
Control,282.0
Control,3015.0
Experiment,2074.0
Control,4444.0
Experiment,2334.0
Experiment,985.0
Experiment,2045.0
Experiment,4501.0
Control,6800.0
,
Experiment,6238.0
Experiment,676.0
Experiment,1410.0
Control,2921.0
Control,7231.0
Experiment,2405.0
Control,731.0
Experiment,6299.0
Experiment,1527.0
Control,978.0
Control,2024.0
Experiment,905.0
Experiment,2445.0
Control,271.0
Experiment,10904.0
Control,2585.0
Experiment,960.0
Experiment,114.0
Control,2322.0
Experiment,1787.0
,
Control,823.0
Control,1098.0
Control,3333.0
Control,3340.0
,
Control,1355.0
Experiment,1529.0
Experiment,1642.0
Experiment,5500.0
Control,7718.0
Experiment,1008.0
Control,881.0
Control,4015.0
Experiment,5134.0
Control,1890.0
Control,2272.0
Control,2378.0
Experiment,922.0
Experiment,1451.0
Experiment,923.0
Control,2587.0
Experiment,1685.0
Experiment,7112.0
Control,2308.0
Control,3153.0
,
Experiment,218.0
Experiment,3847.0
Control,1122.0
Control,2472.0
Experiment,3758.0
Control,5864.0
Experiment,1406.0
Control,3413.0
Control,2237.0
Experiment,2807.0
,
Control,1025.0
Control,3754.0
,
Control,1978.0
Experiment,3582.0
Experiment,13124.0
Experiment,5575.0
Experiment,1407.0
Experiment,1281.0
Experiment,5146.0
Control,2299.0
Control,1491.0
Control,1463.0
Experiment,2144.0
Control,6294.0
Control,904.0
Experiment,4919.0
Experiment,3333.0
Experiment,2738.0
Experiment,1916.0
Experiment,7894.0
Experiment,3679.0
Control,4342.0
Experiment,2920.0
Experiment,2913.0
,
Experiment,2234.0
Control,2848.0
Experiment,3990.0
Control,2577.0
Experiment,185.0
Experiment,4717.0
,
Control,6251.0
Experiment,3637.0
Control,903.0
Control,5793.0
Experiment,1979.0
Control,6441.0
Control,4873.0
Control,2429.0
,
Control,1083.0
Experiment,1276.0
Control,1871.0
Experiment,1407.0
Experiment,3163.0
Control,2981.0
Experiment,1247.0
Experiment,2625.0
Experiment,2038.0
Experiment,2399.0
Experiment,1149.0
Experiment,122.0
Control,1535.0
Control,947.0
Control,3569.0
Experiment,4311.0
Control,1684.0
Experiment,4729.0
Experiment,1520.0
Control,2976.0
Experiment,3199.0
Control,4123.0
Experiment,1049.0
Control,1521.0
Control,3462.0
Experiment,1659.0
Experiment,1301.0
Control,726.0
Experiment,164.0
Control,1548.0
Experiment,1016.0
Experiment,3200.0
,
,
Experiment,1517.0
Experiment,4927.0
Control,4400.0
Experiment,2193.0
Experiment,224.0
Control,2480.0
Experiment,4188.0
Experiment,2116.0
Control,1538.0
Experiment,308.0
Control,2601.0
,
Control,1099.0
Experiment,1079.0
Experiment,5010.0
,
Experiment,1702.0
Control,534.0
Control,5344.0
Control,2815.0
Experiment,2189.0
Control,999.0
Control,1728.0
Experiment,9723.0
Control,3638.0
Control,2368.0
Experiment,1471.0
Control,2604.0
Experiment,1409.0
Experiment,2313.0
Experiment,2472.0
Experiment,1382.0
Experiment,2079.0
Experiment,1797.0
Control,4171.0
Experiment,4780.0
Control,228.0
Control,3154.0
Experiment,2884.0
,
Control,1629.0
,
Control,1439.0
Control,1823.0
Experiment,4938.0
Experiment,6438.0
Control,1919.0
Experiment,6728.0
Control,2030.0
Control,2672.0
Experiment,2843.0
Control,3848.0
Control,520.0
Control,2420.0
Experiment,2437.0
Experiment,972.0
Control,970.0
Experiment,5007.0
Experiment,4293.0
Experiment,3112.0
Experiment,4229.0
Experiment,1590.0
Control,1522.0
Experiment,1467.0
,
Control,2345.0
Control,6157.0
Control,1104.0
Control,5450.0
Control,1641.0
Experiment,3296.0
Control,2217.0
Control,2924.0
Experiment,2142.0
Experiment,556.0
Control,3055.0
Control,845.0
Experiment,3379.0
Control,2356.0
,
Experiment,1191.0
Control,844.0
Experiment,1392.0
Control,2509.0
Control,5385.0
Experiment,2906.0
Experiment,1026.0
Experiment,4244.0
Control,1307.0
Experiment,807.0
Experiment,1630.0
,
Control,2167.0
Experiment,4286.0
Control,4430.0
Control,7137.0
Control,1779.0
Experiment,2513.0
Control,4000.0
Experiment,3213.0
Control,857.0
Experiment,1450.0
Experiment,4757.0
Experiment,1927.0
Control,10760.0
Experiment,1527.0
Experiment,7457.0
Control,4821.0
Control,5428.0
Control,158.0
Experiment,2641.0
Experiment,1793.0
Control,1547.0
Control,868.0
Experiment,1557.0
Control,3478.0
Experiment,2654.0
Control,2114.0
Experiment,2620.0
Control,1651.0
Control,630.0
Experiment,1863.0
Experiment,2369.0
,
Experiment,2594.0
,
Control,3305.0
Control,2769.0
Control,1371.0
Experiment,2999.0
Experiment,2028.0
Experiment,2115.0
Control,4019.0
Experiment,1141.0
Control,1158.0
Control,1382.0
Control,418.0
Experiment,3077.0
Experiment,1668.0
Experiment,2709.0
Control,2317.0
Experiment,1885.0
Control,228.0
Experiment,1160.0
Control,6599.0
Experiment,1341.0
Experiment,5477.0
Experiment,1303.0
Experiment,2470.0
Control,3642.0
Control,2435.0
Experiment,1490.0
Experiment,2034.0
Experiment,1268.0
Control,2252.0
,
Control,4038.0
Control,1989.0
Control,4016.0
Control,2522.0
Experiment,3835.0
Experiment,2866.0
Control,8942.0
Control,2562.0
Experiment,2388.0
Experiment,2042.0
Experiment,794.0
Experiment,3488.0
Experiment,2759.0
Experiment,1739.0
Control,1901.0
Control,1048.0
Control,581.0
Control,2522.0
Control,1929.0
Control,3253.0
Control,1656.0
Control,3271.0
Control,2109.0
Control,1254.0
Experiment,1981.0
,
,
Control,864.0
Control,8039.0
Control,5128.0
Experiment,3595.0
Control,2744.0
Control,2362.0
Control,500.0
Control,9256.0
Control,3359.0
Control,1017.0
Experiment,1747.0
Control,904.0
Control,1609.0
Control,2256.0
Control,3434.0
Control,1433.0
Control,1181.0
Experiment,3188.0
Experiment,8789.0
Control,1240.0
Control,3443.0
Experiment,1009.0
Control,5710.0
Control,3372.0
Control,929.0
Control,2280.0
Control,2370.0
,
Control,6030.0
Control,2069.0
Control,2410.0
Experiment,5591.0
,
Control,1540.0
Control,2584.0
,
Experiment,4252.0
Experiment,4011.0
Control,1737.0
Control,2158.0
Experiment,1177.0
Experiment,1557.0
Experiment,10146.0
Experiment,2900.0
Experiment,1501.0
Control,285.0
Control,2114.0
Experiment,2203.0
,
Control,2319.0
Experiment,7063.0
Experiment,4744.0
Control,2116.0
Control,1651.0
Experiment,3054.0
Experiment,937.0
Experiment,2856.0
Control,448.0
,
Control,1547.0
Experiment,1840.0
Experiment,3975.0
Control,1229.0
Control,199.0
Control,2900.0
Experiment,131.0
Control,1098.0
Experiment,2554.0
Experiment,4512.0
Control,4914.0
Experiment,2325.0
Control,2491.0
Experiment,1358.0
Control,3889.0
Experiment,2938.0
Control,1577.0
Control,6020.0
Control,3160.0
Experiment,2478.0
Experiment,3629.0
,
,
Experiment,2512.0
Experiment,891.0
,
Control,4315.0
Control,1074.0
Control,3451.0
Control,1640.0
Control,3474.0
Experiment,3102.0
Control,724.0
Control,5288.0
Experiment,2959.0
Control,4602.0
Experiment,3479.0
Control,2423.0
Experiment,936.0
Experiment,3418.0
Control,1407.0
Experiment,3865.0
Experiment,2690.0
Experiment,7628.0
Control,1754.0
Experiment,4202.0
Control,8043.0
Experiment,1908.0
Control,3332.0
Experiment,3608.0
Control,905.0
Control,2979.0
Experiment,1625.0
Experiment,1399.0
,
Control,3909.0
Experiment,1948.0
Experiment,10440.0
Control,1285.0
Control,9842.0
Experiment,1111.0
Experiment,995.0
Control,1963.0
Experiment,1190.0
Control,1367.0
Experiment,1098.0
Experiment,10404.0
Experiment,1494.0
Experiment,2155.0
Experiment,1690.0
Experiment,1444.0
Control,3067.0
Experiment,2376.0
Experiment,813.0
Experiment,2957.0
Experiment,3084.0
Experiment,194.0
,
Control,3282.0
Experiment,2673.0
Control,1560.0
Control,4411.0
Control,13173.0
,
Experiment,3440.0
Control,2257.0
Control,1993.0
Experiment,6811.0
Control,1204.0
Control,1595.0
Control,5054.0
Control,4795.0
Control,7266.0
Experiment,4639.0
Control,3092.0
Experiment,7033.0
,
,
Control,4330.0
Experiment,2456.0
Control,3546.0
Control,2833.0
Experiment,2023.0
Control,3149.0
,
Control,1066.0
,
Experiment,2419.0
Experiment,4936.0
Control,2161.0
Control,1202.0
,
Control,3782.0
Experiment,3769.0
Experiment,1243.0
Control,1363.0
Control,1510.0
Control,1806.0
Control,2357.0
Experiment,3742.0
Control,1993.0
Experiment,5082.0
Experiment,2882.0
Experiment,299.0
Control,1733.0
Experiment,2408.0
Experiment,1278.0
Experiment,877.0
Control,3016.0
Control,3028.0
,
Experiment,1730.0
Experiment,4108.0
Experiment,5670.0
Control,3186.0
Experiment,1923.0
Control,2737.0
Experiment,2037.0
Control,1518.0
Control,2308.0
Experiment,1461.0
Control,2249.0
Control,1103.0
Control,296.0
Control,936.0
Control,2948.0
Control,2735.0
Control,5346.0
Experiment,438.0
Control,3298.0
Control,3275.0
,
Control,2579.0
Experiment,5185.0
Control,6681.0
Experiment,1354.0
Control,1543.0
Experiment,3128.0
Experiment,693.0
Experiment,2688.0
,
Control,3996.0
Control,7022.0
Experiment,2202.0
Experiment,2988.0
Experiment,135.0
Experiment,1557.0
Control,3247.0
Control,2647.0
Experiment,3217.0
Control,210.0
Control,3416.0
Experiment,1510.0
Control,1449.0
Control,1911.0
Experiment,1478.0
Experiment,3162.0
Control,2117.0
Control,1628.0
Experiment,1230.0
Control,888.0
Control,1457.0
Control,327.0
Experiment,9812.0
Experiment,3586.0
Control,1077.0
Experiment,3839.0
Experiment,2148.0
Experiment,2360.0
Experiment,1488.0
Experiment,3173.0
Control,1714.0
Control,163.0
Control,4067.0
Experiment,2073.0
Experiment,3759.0
Control,4694.0
Control,592.0
Control,3337.0
Control,1434.0
Control,1309.0
Experiment,1970.0
Control,1043.0
Experiment,2566.0
Experiment,2080.0
Experiment,3818.0
Control,2078.0
Experiment,600.0
Control,1782.0
Control,1119.0
Experiment,2447.0
Experiment,1374.0
Experiment,1712.0
Experiment,3827.0
Experiment,1765.0
Control,3878.0
Experiment,1966.0
Experiment,1646.0
Experiment,248.0
Control,3154.0
Experiment,2533.0
Control,7135.0
Control,239.0
Control,1015.0
Experiment,6646.0
Experiment,2224.0
Control,6442.0
Experiment,2161.0
Control,1055.0
Experiment,2600.0
Experiment,5497.0
Control,1736.0
Control,273.0
Experiment,1388.0
Control,2088.0
,
Experiment,707.0
Experiment,504.0
Experiment,175.0
Experiment,828.0
Control,866.0
Experiment,1059.0
Experiment,17714.0
Control,1811.0
Control,3159.0
Control,1459.0
Experiment,1074.0
Experiment,1357.0
Experiment,9421.0
Control,3852.0
Control,1664.0
Control,436.0
Experiment,1496.0
Experiment,2447.0
Experiment,1557.0
Control,2673.0
Experiment,1565.0
Experiment,2163.0
Experiment,3058.0
Experiment,1045.0
Control,1920.0
Control,3033.0
Experiment,3291.0
Control,4896.0
Control,392.0
Experiment,3204.0
Experiment,2410.0
Control,2463.0
Control,2266.0
Control,3849.0
,
Control,1402.0
Experiment,2546.0
Experiment,2722.0
Control,1472.0
Control,1770.0
Control,3601.0
Control,2337.0
Experiment,1433.0
,
Control,993.0
Control,1949.0
Control,1807.0
Experiment,4575.0
Experiment,2753.0
Experiment,2925.0
Control,2564.0
Experiment,2164.0
Experiment,3169.0
,
Control,1518.0
,
Control,3538.0
Control,2333.0
Control,907.0
Experiment,2995.0
Experiment,4176.0
Control,1354.0
Experiment,2828.0
Control,3092.0
Experiment,759.0
Experiment,2722.0
Control,14970.0
Experiment,3420.0
Experiment,1224.0
,
Experiment,1621.0
Control,1716.0
Experiment,3571.0
Experiment,293.0
Experiment,5527.0
Experiment,3506.0
Experiment,630.0
Experiment,2640.0
Control,1723.0
Control,1706.0
,
Experiment,1050.0
Control,5439.0
Experiment,2529.0
Experiment,989.0
Control,1053.0
Control,4114.0
,
Experiment,3006.0
Experiment,3774.0
,
Experiment,1893.0
Experiment,2469.0
Experiment,7906.0
Control,3182.0
Experiment,1338.0
Experiment,2091.0
Experiment,3258.0
Control,1729.0
Experiment,6439.0
Control,4855.0
Control,2480.0
Control,3210.0
Control,5105.0
Control,2279.0
Control,9016.0
Control,2469.0
Control,3536.0
Experiment,1394.0
Experiment,7166.0
Experiment,2407.0
Experiment,1710.0
Experiment,4231.0
Experiment,2197.0
Control,3842.0
Experiment,4971.0
Control,2167.0
Control,2949.0
Control,2816.0
Experiment,3728.0
Control,931.0
Experiment,1309.0
Control,2127.0
Experiment,2106.0
Experiment,1011.0
Control,1296.0
Control,1327.0
Control,1460.0
Control,1179.0
Control,3338.0
Control,1813.0
Control,12249.0
Experiment,2091.0
Experiment,1959.0
Experiment,2883.0
Control,1537.0
Control,1570.0
Experiment,718.0
Control,2064.0
Control,856.0
Experiment,2001.0
Experiment,1055.0
Control,3702.0
,
Experiment,151.0
Control,3464.0
Experiment,2036.0
,
Control,3708.0
Experiment,4795.0
Experiment,2180.0
,
Control,7766.0
Control,5548.0
Experiment,1487.0
Control,6775.0
Experiment,520.0
Experiment,1620.0
Experiment,2063.0
Experiment,1599.0
Experiment,5641.0
Experiment,1860.0
Experiment,3240.0
Control,3079.0
Experiment,1388.0
Experiment,1831.0
Experiment,2073.0
Control,2295.0
Control,2108.0
Control,3500.0
Control,8000.0
Experiment,1705.0
Control,7790.0
Experiment,2082.0
Control,717.0
Experiment,362.0
Experiment,1264.0
Control,1533.0
Experiment,1358.0
Experiment,5438.0
Control,4583.0
Experiment,1523.0
Experiment,1852.0
Control,2976.0
Control,1440.0
Control,541.0
Control,1394.0
Experiment,1832.0
Control,1525.0
Experiment,1073.0
Experiment,5027.0
Experiment,5443.0
Control,1304.0
Experiment,4242.0
Control,2582.0
,
Control,5796.0
Experiment,3995.0
Control,2446.0
Control,2188.0
Experiment,1418.0
Experiment,1374.0
Experiment,2683.0
Control,4905.0
Control,2020.0
Control,1706.0
Experiment,1828.0
Experiment,3017.0
,
Experiment,186.0
Control,997.0
Control,2864.0
Control,3494.0
Control,4053.0
Experiment,2714.0
Experiment,143.0
Control,3103.0
Experiment,4718.0
Experiment,1973.0
,
Experiment,1910.0
Experiment,3061.0
Control,741.0
Experiment,730.0
Experiment,4330.0
Experiment,3163.0
,
Control,1499.0
Experiment,6068.0
Experiment,3871.0
Control,2482.0
Experiment,2120.0
Experiment,4902.0
Experiment,1361.0
Control,3803.0
Experiment,3566.0
Experiment,1356.0
Experiment,3091.0
Experiment,2643.0
Control,3460.0
Control,3640.0
Control,99.0
Control,2358.0
Experiment,1742.0
Experiment,2029.0
Experiment,5897.0
Control,2860.0
Control,6477.0
Experiment,1967.0
Experiment,1969.0
Experiment,2992.0
Experiment,1340.0
Experiment,160.0
Control,2259.0
Control,2480.0
Experiment,2818.0
Control,1148.0
Control,4669.0
Experiment,6385.0
Control,3833.0
Experiment,473.0
Control,2064.0
Control,6825.0
Experiment,3338.0
Control,3732.0
Experiment,8864.0
Experiment,8097.0
Control,1175.0
Experiment,5649.0
Control,5327.0
Experiment,429.0
Experiment,2779.0
Experiment,262.0
Experiment,1633.0
Experiment,2592.0
Control,1005.0
Experiment,497.0
Control,753.0
Control,4034.0
Control,1217.0
Experiment,3049.0
Experiment,1582.0
Experiment,1339.0
Experiment,2091.0
,
Experiment,4403.0
Experiment,3504.0
Control,4805.0
Experiment,1843.0
Control,1082.0
Control,1982.0
Experiment,1274.0
Control,3133.0
Experiment,1705.0
Experiment,277.0
Control,1136.0
Experiment,2160.0
Experiment,1316.0
Control,437.0
Control,3296.0
Experiment,3120.0
Experiment,6313.0
Control,2203.0
Control,3962.0
Control,1352.0
Control,2440.0
,
Experiment,2962.0
,
Experiment,3169.0
Experiment,2303.0
Control,2750.0
Control,3945.0
,
Experiment,1848.0
Experiment,4261.0
Control,1238.0
,
Control,3026.0
Experiment,136.0
,
Experiment,904.0
Control,1826.0
Control,3142.0
Experiment,1813.0
Experiment,3602.0
Control,2482.0
Control,1867.0
,
Control,1867.0
Experiment,6267.0
Experiment,2409.0
Control,3376.0
Control,1292.0
Control,596.0
Experiment,1661.0
Experiment,1247.0
Control,3297.0
Control,2773.0
Experiment,1414.0
,
Experiment,5039.0
Experiment,2065.0
Control,5055.0
Experiment,1884.0
Control,3781.0
Control,1709.0
Control,6839.0
Experiment,290.0
Experiment,6051.0
Control,1993.0
Control,3053.0
Control,166.0
Experiment,2908.0
Experiment,3714.0
Experiment,1492.0
Experiment,5518.0
Experiment,1225.0
Experiment,6498.0
Control,1381.0
Experiment,3541.0
Experiment,1462.0
Experiment,5118.0
Experiment,2382.0
Control,1977.0
Experiment,9986.0
Control,4191.0
Control,4899.0
Experiment,3470.0
Control,4502.0
Control,5829.0
Control,2330.0
Control,1287.0
Experiment,4602.0
Control,2960.0
Control,2489.0
Experiment,2166.0
Control,2351.0
Control,207.0
Experiment,1762.0
Control,3266.0
,
Control,4499.0
Experiment,927.0
Control,3188.0
Experiment,4415.0
Control,1309.0
Control,989.0
Control,535.0
Experiment,5774.0
Experiment,2772.0
Experiment,153.0
Experiment,1005.0
Experiment,2383.0
Control,5694.0
Experiment,2551.0
Experiment,4832.0
Experiment,94.0
Control,2196.0
Experiment,978.0
Experiment,8157.0
Experiment,2199.0
Experiment,515.0
Experiment,1455.0
Experiment,1183.0
Control,3064.0
Experiment,892.0
Control,1039.0
,
Control,1614.0
Experiment,20102.0
Control,4508.0
Control,388.0
Control,1801.0
Experiment,5066.0
Control,4652.0
Experiment,5919.0
Experiment,2471.0
Control,2881.0
Control,843.0
Experiment,2025.0
Control,3325.0
Experiment,4209.0
Control,1863.0
Control,1745.0
Experiment,2152.0
Experiment,3842.0
Control,3464.0
Control,1953.0
Control,4841.0
Control,4271.0
Experiment,1371.0
Control,2586.0
Experiment,2675.0
Control,2327.0
Experiment,5676.0
Experiment,2103.0
Experiment,470.0
Experiment,5824.0
Experiment,3123.0
,
Experiment,1598.0
Control,1728.0
Control,4475.0
Experiment,1695.0
Control,2138.0
Control,4114.0
Control,2723.0
Experiment,2472.0
Control,9092.0
Experiment,918.0
Control,1760.0
Control,3307.0
Experiment,3684.0
Control,1702.0
Control,848.0
Experiment,5956.0
Control,4756.0
,
Experiment,2229.0
Experiment,2534.0
Experiment,2185.0
Experiment,7146.0
Experiment,2448.0
Experiment,4136.0
Control,1593.0
Control,5709.0
Experiment,5299.0
,
Experiment,865.0
Control,1412.0
,
Control,3403.0
,
Control,4384.0
Experiment,2947.0
Experiment,7374.0
Experiment,1628.0
Control,2797.0
Control,2885.0
Experiment,2339.0
Experiment,1549.0
Experiment,1288.0
Experiment,3940.0
Control,1017.0
Experiment,4525.0
Experiment,11232.0
Experiment,1434.0
Control,6970.0
Experiment,5318.0
Control,3177.0
Control,974.0
Control,1314.0
Control,1465.0
Control,1255.0
Experiment,3106.0
Experiment,3000.0
Experiment,9538.0
Experiment,3977.0
Experiment,1160.0
Control,2592.0
Control,3186.0
Experiment,2999.0
Experiment,777.0
Experiment,1989.0
Experiment,1460.0
Control,2486.0
Experiment,3904.0
Control,1469.0
,
Experiment,4751.0
Experiment,2163.0
Experiment,8291.0
Control,3624.0
Experiment,2507.0
Control,1702.0
Control,3773.0
Experiment,2456.0
Control,3139.0
Experiment,1724.0
,
Control,5041.0
Experiment,1809.0
Experiment,1324.0
Control,1887.0
Experiment,1017.0
Control,3669.0
Experiment,4065.0
Control,3242.0
Experiment,1311.0
Experiment,662.0
Control,6748.0
Control,1517.0
Control,3136.0
Experiment,2987.0
Experiment,4936.0
Experiment,3888.0
Experiment,589.0
Control,4604.0
Control,602.0
Experiment,3422.0
,
Experiment,3488.0
Experiment,1512.0
Experiment,1093.0
Control,4997.0
Control,1524.0
Experiment,2425.0
Experiment,3032.0
Experiment,6466.0
Control,3537.0
Control,2229.0
Control,2897.0
Control,1983.0
Experiment,239.0
Control,8021.0
,
Experiment,201.0
Experiment,1567.0
Control,2007.0
Experiment,2752.0
Control,1699.0
,
Experiment,1983.0
Control,5143.0
Control,1874.0
Experiment,2135.0
Control,1898.0
Experiment,1998.0
Control,839.0
Experiment,2513.0
Experiment,3529.0
Control,2431.0
Control,3040.0
Experiment,6062.0
Control,8677.0
Experiment,4219.0
Control,2376.0
Control,2248.0
Control,4365.0
Experiment,4184.0
Experiment,222.0
Experiment,901.0
Experiment,825.0
Control,5394.0
Experiment,5406.0
Experiment,1457.0
Experiment,1319.0
Experiment,1740.0
Experiment,2332.0
Experiment,3089.0
Control,1254.0
Control,2350.0
Control,5920.0
Experiment,2992.0
Experiment,965.0
Experiment,1802.0
,
Control,2892.0
Control,2371.0
Experiment,1839.0
,
Control,8312.0
Control,1502.0
Control,3007.0
Control,837.0
Control,295.0
Control,1208.0
Experiment,964.0
Control,2110.0
Experiment,1415.0
Experiment,2257.0
Control,1825.0
Control,1334.0
Experiment,2132.0
Control,2953.0
Experiment,3129.0
,
Control,2062.0
Control,819.0
Control,4234.0
Control,1782.0
Experiment,2436.0
Control,2235.0
Experiment,2398.0
Control,3112.0
Experiment,6094.0
Control,2187.0
Experiment,2504.0
Experiment,1199.0
Control,3966.0
Control,1927.0
Control,1259.0
,
Experiment,965.0
Experiment,4573.0
Control,2200.0
Control,2057.0
Experiment,2668.0
Experiment,2495.0
Experiment,3752.0
Experiment,1563.0
Experiment,2359.0
Experiment,2825.0
Experiment,2858.0
Experiment,2874.0
,
Experiment,4906.0
,
Control,2698.0
Experiment,1504.0
Control,1229.0
Control,3051.0
Experiment,2801.0
Control,2360.0
Control,4330.0
Control,3211.0
Control,1641.0
Experiment,2075.0
Control,4856.0
Experiment,2712.0
Control,4466.0
Experiment,3896.0
Experiment,2830.0
Experiment,3444.0
Control,4236.0
Experiment,1891.0
Control,2487.0
Experiment,2618.0
Experiment,5030.0
Control,760.0
Experiment,2343.0
Control,1492.0
Experiment,2803.0
Control,5174.0
Control,1051.0
Experiment,1334.0
Control,2278.0
Experiment,2661.0
Control,2458.0
Experiment,2444.0
Experiment,2280.0
Experiment,3105.0
Control,2258.0
Control,715.0
Experiment,4314.0
Control,2612.0
Experiment,3913.0
Control,189.0
Control,2507.0
Control,3102.0
Experiment,1515.0
Experiment,9198.0
Control,2312.0
Control,6839.0
Experiment,2220.0
Experiment,3406.0
Experiment,1923.0
Experiment,2249.0
Control,3889.0
Experiment,1010.0
Experiment,2501.0
Control,1351.0
Control,1054.0
Experiment,1763.0
Experiment,1091.0
Control,2444.0
Control,2204.0
Control,163.0
Experiment,1386.0
Control,1819.0
Experiment,4110.0
Control,1516.0
Control,2624.0
Experiment,2188.0
Experiment,1504.0
Experiment,294.0
Control,1201.0
Experiment,2935.0
Experiment,659.0
Experiment,1155.0
Control,607.0
Control,2695.0
Experiment,810.0
Experiment,806.0
Control,2590.0
,
Experiment,3074.0
,
Experiment,1338.0
Experiment,2637.0
Control,3173.0
Control,1762.0
Experiment,5394.0
Control,2154.0
Control,5829.0
Control,1079.0
Experiment,1491.0
Experiment,3146.0
Control,4619.0
Experiment,754.0
Control,2780.0
Control,1772.0
Control,3381.0
Experiment,1624.0
Control,5561.0
Experiment,3085.0
Control,2098.0
Control,4119.0
,
Experiment,3170.0
Experiment,1300.0
Experiment,2735.0
Experiment,1844.0
Experiment,3245.0
Experiment,6529.0
Experiment,8131.0
Experiment,2801.0
Control,647.0
Control,2606.0
Experiment,3921.0
Control,1037.0
Experiment,1210.0
Control,3800.0
Control,7066.0
Experiment,1474.0
Experiment,3278.0
Control,5710.0
Control,1352.0
Experiment,1160.0
Control,2727.0
Control,2631.0
Control,2418.0
Control,3086.0
Control,3755.0
Control,3964.0
Control,1996.0
Experiment,1823.0
Experiment,2397.0
Experiment,4944.0
Control,2297.0
Experiment,737.0
,
Control,1982.0
Control,2441.0
Control,2120.0
Experiment,1916.0
Experiment,1667.0
Control,596.0
Experiment,1176.0
Control,268.0
Experiment,5446.0
Control,2651.0
Experiment,1867.0
Control,2640.0
Control,3014.0
Control,1296.0
Control,4002.0
Experiment,1430.0
Control,4929.0
Control,878.0
Experiment,2156.0
Control,3348.0
Control,958.0
Control,5237.0
Experiment,4739.0
Experiment,7211.0
Control,3500.0
Control,779.0
Experiment,987.0
Control,1687.0
Control,3312.0
Control,1578.0
Experiment,2732.0
Experiment,1864.0
Control,88.0
Experiment,2458.0
Experiment,3551.0
Experiment,1802.0
,
Control,2796.0
Experiment,880.0
Control,5583.0
Experiment,2011.0
Control,1057.0
Experiment,5509.0
Experiment,2416.0
Control,2020.0
Experiment,1943.0
Experiment,1918.0
Control,3272.0
Experiment,2710.0
Control,1606.0
Control,2511.0
Control,1751.0
Experiment,1880.0
Control,5943.0
Experiment,2678.0
Control,8964.0
Experiment,8434.0
Experiment,4189.0
Control,2217.0
Control,2238.0
,
Experiment,3754.0
Control,1210.0
Control,2927.0
Control,2894.0
Experiment,11409.0
Experiment,21214.0
Control,1710.0
Experiment,2080.0
Experiment,2147.0
Control,2163.0
Experiment,3237.0
Control,1864.0
Experiment,1830.0
Experiment,1865.0
Experiment,4565.0
,
Control,754.0
Experiment,446.0
Experiment,2453.0
Experiment,1796.0
Experiment,846.0
Control,6570.0
Control,3833.0
,
Control,2440.0
Experiment,5566.0
Control,2522.0
Control,2210.0
Control,3139.0
Control,1668.0
Experiment,3287.0
Control,1465.0
Control,4482.0
Experiment,2398.0
Control,131.0
Experiment,2003.0
Experiment,5672.0
,
Control,337.0
Experiment,3258.0
Experiment,3121.0
Experiment,3931.0
Experiment,234.0
Control,2615.0
Control,3160.0
Control,5229.0
,
Experiment,658.0
,
Control,529.0
Experiment,5114.0
Experiment,3669.0
Experiment,1575.0
Control,1231.0
Control,2428.0
,
Experiment,3716.0
Experiment,2861.0
Control,2194.0
Experiment,4321.0
Control,3007.0
Experiment,792.0
Experiment,2176.0
Control,4368.0
Experiment,657.0
Experiment,3472.0
Experiment,3327.0
Experiment,1919.0
Control,7051.0
Experiment,1517.0
Experiment,23132.0
Experiment,1307.0
Control,6183.0
Control,1339.0
Experiment,988.0
Control,352.0
Control,2753.0
Control,2022.0
Experiment,665.0
Control,3536.0
Experiment,786.0
Control,3838.0
Experiment,8866.0
Control,3451.0
Experiment,24297.0
Experiment,6108.0
Control,1810.0
Experiment,10299.0
Control,2034.0
Experiment,3245.0
Experiment,5064.0
Control,1847.0
Control,1727.0
Control,188.0
Control,1029.0
Experiment,1804.0
Experiment,6732.0
Experiment,3233.0
Control,2370.0
Control,6317.0
Experiment,1408.0
Experiment,2144.0
Experiment,1466.0
Control,2424.0
Control,3100.0
Experiment,2820.0
Experiment,2268.0
Control,1973.0
Control,3486.0
Experiment,623.0
Experiment,1335.0
Control,1019.0
Experiment,2901.0
Experiment,12554.0
Experiment,3729.0
Experiment,3502.0
Experiment,1528.0
Control,2537.0
Control,2285.0
Experiment,3000.0
Control,2283.0
Control,2460.0
Experiment,1301.0
Experiment,2084.0
Experiment,3264.0
Experiment,6418.0
Control,1631.0
Control,1593.0
Experiment,6173.0
Experiment,4096.0
Control,1457.0
Experiment,3560.0
Control,3317.0
Control,4347.0
Control,5116.0
Experiment,3295.0
Experiment,3168.0
Control,1698.0
Experiment,732.0
Experiment,4241.0
Experiment,1383.0
Control,960.0
Experiment,4471.0
Experiment,298.0
Experiment,1307.0
Control,1129.0
Experiment,1460.0
Control,1460.0
Experiment,4540.0
Control,2395.0
Control,1252.0
Experiment,2219.0
